name_restaurant,direction,amount_ratings,amount_ratings_excellent,amount_ratings_vgood,amount_ratings_average,amount_ratings_poor,amount_ratings_terrible,price_range,category_1,category_2,category_3
"Black Jack Pasta Kitchen, Boston","1401 Washington St South End, Boston, MA 02118-2009",,,,,,,,,,
"Splash, Boston","150 Kneeland St, Boston, MA 02111-2715",,,,,,,,,,
"Royal Chicken, Boston","116 Washington St, Boston, MA 02121-3615",,,,,,,,,,
"Arbat Restaurant Inc, Boston","20 Linden St Ste 221, Boston, MA 02134-1711",,,,,,,,,,
"Katrina's Pizza Pasta & Subs, Boston","11 Blue Hill Ave, Boston, MA 02119-3312",,,,,,,,,,
"Regal Express, Boston","85 Bedford St, Boston, MA 02111-2220",,,,,,,,,,
"Dunkin', Boston","100 Cambridge St, Boston, MA 02114-2509",,,,,,,,,,
"Olga's KAFE, Boston","99 Summer St, Boston, MA 02110-1213",,,,,,,,,,
"Rostiria Cancun, Boston","37 Maverick Sq, Boston, MA 02128-2342",,,,,,,,,,
"Espresso Royale Caffe, Boston","736 Commonwealth Ave, Boston, MA 02215-1208",,,,,,,,,,
"Ba Le Field Corner, Boston","1449 Dorchester Ave, Boston, MA 02122-1338",,,,,,,,,,
"Rebecca's Cafe at Northeastern, Boston","Churchill Hall Northeastern University 380 Huntington Avenue, Boston, MA 02115",,,,,,,,,,
"D Melos Cafe, Boston","116 Washington St, Boston, MA 02121-3615",,,,,,,,,,
"Chateau Kabob, Boston","789 Adams St, Boston, MA 02124-5103",,,,,,,,,,
"Tirrell Seafood and Shellfish, Boston","24 Fish Pier St W, Boston, MA 02210-2008",,,,,,,,,,
"Mexicali Sushi Bar, Boston","199 Sumner St East Boston, Boston, MA 02128-2320",,,,,,,,,,
"Burger King, Boston","885 Cummins Hwy, Boston, MA 02126",,,,,,,,,,
"Sun Pizza, Boston","46 Washington St, Boston, MA 02121-3105",,,,,,,,,,
"Tostado Sandwich Bar, Boston","300 Centre St, Boston, MA 02130-1404",,,,,,,,,,
"Lollicup Tea Zone, Boston","714 Commonwealth Ave, Boston, MA 02215-2451",,,,,,,,,,
"Magee's Fish House, Boston","1336 Blue Hill Ave # A, Boston, MA 02126-1843",,,,,,,,,,
"Rendez-Vous, Boston","473 River St, Boston, MA 02126-2233",,,,,,,,,,
"El Mondonguito, Boston","221 Dudley St, Boston, MA 02119-2557",,,,,,,,,,
"Nice N' Clean Jamaican Cuisine, Boston","105 Bowdoin Ave, Boston, MA 02121-3925",,,,,,,,,,
"Tasting Counter, Boston","401 Park Dr Timeout Market, Boston, MA 02215-3325",,,,,,,,,,
"El Paisa Restaurante, Boston","215 Border St, Boston, MA 02128-1619",,,,,,,,,,
"McDonald's, Boston","1513 Dorche Ster Ave, Boston, MA 02122",,,,,,,,,,
"Wetzel's Pretzels Mall Of America 2, Boston","60 East Broadway Space #5170, Boston, MA 02101",,,,,,,,,,
"Papa John's Pizza, Boston","522 River St, Boston, MA 02126-3014",,,,,,,,,,
"McDonald's, Boston","605 Washington St, Boston, MA 02124",,,,,,,,,,
"7-Eleven, Boston","3 Center Plaza, Boston, MA 02108-2003",,,,,,,,,,
"SRV, Boston","130 Dartmouth St, Boston, MA 02116-5118",,,,,,,,,,
"fishbowl, Boston","74 E St Bn1 1hq, Boston, MA 02127-2879",,,,,,,,,,
"Richy's, Boston","1461 River St Hyde Park, Boston, MA 02136-1636",,,,,,,,,,
"Dunkin', Boston","1 South Sta, Boston, MA 02110-2212",,,,,,,,,,
"Dig, Boston","25 Thomson Place between Congress Street and Seaport Boulevard, Boston, MA 02210",,,,,,,,,,
"Dunkin', Boston","1 Summer St, Boston, MA 02110-1010",,,,,,,,,,
"Taqueria, Boston","181 Cambridge St Whole Foods, Boston, MA 02114-2786",,,,,,,,,,
"Billy's Texas BBQ, Boston","530 Washington St, Boston, MA 02124-2028",,,,,,,,,,
"Seaside Cafe, Boston","William Day Blvd, Boston, MA 02127",,,,,,,,,,
"Chinese Spaghetti Factory, Boston","73 Essex St, Boston, MA 02111-2126",,,,,,,,,,
"Boloco, Boston","176 Boylston St, Boston, MA 02116-3919",,,,,,,,,,
"Egleston Corner Pizza, Boston","3080 Washington St, Boston, MA 02119-3115",,,,,,,,,,
"Prestige Cuisine, Boston","924 Morton St, Boston, MA 02126-2411",,,,,,,,,,
"Coco's Lounge Bar & Grill, Boston","3171 Washington St, Boston, MA 02130-2329",,,,,,,,,,
Boston Convenience,"1912 Beacon St, Boston, MA 02135-7701",,,,,,,,,,
"One Lady's Kitchenette, Boston","200 Harvard St, Boston, MA 02124-1619",,,,,,,,,,
"Dunkin', Boston","702 Commonwealth Ave, Boston, MA 02215-2404",,,,,,,,,,
"Maretaxo, Boston","9 Blue Hill Ave, Boston, MA 02119-3312",,,,,,,,,,
"Edu & Den's Restaurant & Bakery, Boston","643 River St, Boston, MA 02126-3037",,,,,,,,,,
"Madera 83, Boston","83 Main St, Boston, MA 02129-3781",,,,,,,,,,
"Perla Del Sur, Boston","456 Hyde Park Ave, Boston, MA 02131-3131",,,,,,,,,,
"Angie's Restaurant, Boston","984 Hyde Park Ave, Boston, MA 02136-3225",,,,,,,,,,
"Topacio, Boston","120 Meridian St, Boston, MA 02128-1944",,,,,,,,,,
"Domino's Pizza, Boston","1514 Blue Hill Ave, Boston, MA 02126-1701",,,,,,,,,,
"Tavern of Tales, Boston","1478 Tremont St Mission Hill, Boston, MA 02120-2927",,,,,,,,,,
"Al's Pizza And Grill, Boston","402 W Broadway, Boston, MA 02127-2215",,,,,,,,,,
"Cafe Anastasis, Boston","299 Hancock St, Boston, MA 02125-2146",,,,,,,,,,
"McDonald's, Boston","178 Border St, Boston, MA 02128",,,,,,,,,,
"Pressed, Boston","643 Tremont St, Boston, MA 02118-1210",,,,,,,,,,
"Cafeteria y Pizzeria Mi Colombia, Boston","50 Maverick Sq, Boston, MA 02128-2337",,,,,,,,,,
"High Quailty Sea Food, Boston","339 Northern Ave, Boston, MA 02210-2315",,,,,,,,,,
"Su Su Gourmet, Boston","70 Tyler St, Boston, MA 02111-1831",,,,,,,,,,
"Hafun Cafe, Boston","51 Roxbury St, Boston, MA 02119-1720",,,,,,,,,,
"Mi Tierra Restaurant, Boston","3383 Washington St, Boston, MA 02130-2617",,,,,,,,,,
"Taco Bell, Boston","76 Summer St, Boston, MA 02110-1225",,,,,,,,,,
"Dunkin', Boston","16 Tremont St, Boston, MA 02108-2213",,,,,,,,,,
"Brown Derby Deli, Boston","1 Faneuil Hall Market Pl # 200, Boston, MA 02109-6117",,,,,,,,,,
"Teriyaki Joe's, Boston","174 Brighton Ave, Boston, MA 02134-2011",,,,,,,,,,
"Latinos Restaurant, Boston","88 Chelsea St, Boston, MA 02128-1587",,,,,,,,,,
"Vikos Pizza and Ribs Hyde Park, Boston","855 River St, Boston, MA 02136-6410",,,,,,,,,,
"Griyo Lakay - West Indian Cuisine, Boston","604 Blue Hill Ave, Boston, MA 02121-3211",,,,,,,,,,
"Dunkin', Boston","411 D St, Boston, MA 02210-1934",,,,,,,,,,
"Cabana Grill, Boston","254 Bennington St, Boston, MA 02128-1447",,,,,,,,,,
"Lilly's Gourmet Pasta Express, Boston","172 Brighton Ave, Boston, MA 02134-2011",,,,,,,,,,
"Mighty Love Food, Boston","155 Milk St, Boston, MA 02109-4815",,,,,,,,,,
"Subway, Boston","875 William Morrisey Blvd, Boston, MA 02122",,,,,,,,,,
"Restaurant Chito, Boston","514 River St, Boston, MA 02126-2211",,,,,,,,,,
"Subway, Boston","1281 Hyde Park Ave, Boston, MA 02136",,,,,,,,,,
"Bean Town Juice and Tea, Boston","32 Kneeland St, Boston, MA 02111-1514",,,,,,,,,,
"Twisted Lemon, Boston","41 Middle St, Boston, MA 02127-2743",,,,,,,,,,
"Dunkin', Boston","48 W Broadway, Boston, MA 02127-1016",,,,,,,,,,
"Happy Lamb Hot Pot, Boston","130 Brighton Ave, Boston, MA 02134-2811",,,,,,,,,,
"Buccieri's Cafe, Boston","260 Franklin St, Boston, MA 02110-3112",,,,,,,,,,
"Broadway's Best Pizza, Boston","483 E Broadway, Boston, MA 02127-4429",,,,,,,,,,
"O'naturals, Boston","70 Francis St, Boston, MA 02115-6134",,,,,,,,,,
"Great Eastern Seafood, Boston","6 Fish Pier St W, Boston, MA 02210-2008",,,,,,,,,,
"Crown Fried Chicken & Pizza, Boston","50 Maverick Sq, Boston, MA 02128-2337",,,,,,,,,,
"D'Angelo Grilled Sandwiches, Boston","850 Harrison Ave., Boston, MA 02118",,,,,,,,,,
"Star Markets, Boston","45 William T Morrissey Blvd, Boston, MA 02125-3346",,,,,,,,,,
"Chung Wah, Boston","199 Bowdoin St, Boston, MA 02122-1818",,,,,,,,,,
"Lani's Pizza, Boston","1286 Blue Hill Ave, Boston, MA 02126-1806",,,,,,,,,,
"Hummingbird Grill, Boston","736 Blue Hill Ave, Boston, MA 02121-3217",,,,,,,,,,
"Au Beurre Chaud Bakery, Boston","725 River St, Boston, MA 02136-6725",,,,,,,,,,
"GreCo, Boston","200 Pier 4 Blvd, Boston, MA 02210-2453",,,,,,,,,,
"Banh Mi Oi, Boston","1759 Centre St, Boston, MA 02132-1535",,,,,,,,,,
"El Jefe's Taqueria, Boston","80 Boylston St, Boston, MA 02116-4808",,,,,,,,,,
"Eagle Hill Cafe, Boston","65 Meridian St, Boston, MA 02128-4644",,,,,,,,,,
"One Family Diner, Boston","260 Bowdoin St, Boston, MA 02122-1812",,,,,,,,,,
"617 Jerk, Boston","59 Fairmount St, Boston, MA 02124-4603",,,,,,,,,,
"Las Palmas Restaurant, Boston","734 Dudley St, Boston, MA 02125-2275",,,,,,,,,,
"Bento Cafe, Boston","160 Chestnut Hill Ave, Boston, MA 02135-4639",,,,,,,,,,
"New York Pizza, Boston","79 Hancock St, Boston, MA 02125-2110",,,,,,,,,,
"Friturilandia & Grille, Boston","962 Blue Hill Ave, Boston, MA 02124-2804",,,,,,,,,,
"Delicious Yogurt, Boston","4206 Washington St, Boston, MA 02131-1732",,,,,,,,,,
"My Happy Hunan Kitchen, Boston","1926 Beacon St, Boston, MA 02135-7701",,,,,,,,,,
"Garbanzo Mediterranean Fresh, Boston","134 Boylston St, Boston, MA 02116-4608",,,,,,,,,,
"Taqueria, Boston","15 Westland Ave, Boston, MA 02115-4558",,,,,,,,,,
"Subway, Boston","1576 Dorchester Ave, Boston, MA 02122",,,,,,,,,,
"Kwik-e Submarine Sandwiches, Boston","738 Huntington Ave, Boston, MA 02115-6313",,,,,,,,,,
"Certified Seafood, Boston","73 Munroe St, Boston, MA 02119-1610",,,,,,,,,,
"Eagle Hill Cafe, Boston","65 Meridian St, Boston, MA 02128-4644",,,,,,,,,,
"Boat House Deli, Boston","500 Western Ave, Boston, MA 02135-1014",,,,,,,,,,
"Burke Weiners Moran Hurley, Boston","88 Broad St, Boston, MA 02110-3407",,,,,,,,,,
TsuruTonTan Udon Noodle Brasserie - Boston,"512 Commonwealth Ave Hotel Commonwealth, Boston, MA 02215-2606",,,,,,,,,,
"Eagle Hill Cafe, Boston","1 Marion St, Boston, MA 02128-1310",,,,,,,,,,
"Wingstop, Boston","173 Border St, Boston, MA 02128-1619",,,,,,,,,,
"Bean & Cream Cafe, Boston","680 Truman Hwy, Boston, MA 02136-3518",,,,,,,,,,
"Bluestone Lane High Street Coffee Shop, Boston","125 High Street, Boston, MA 02110",,,,,,,,,,
"Konteki Kitchen, Boston","1238 River St, Boston, MA 02136-2833",,,,,,,,,,
"Jak Pizzeria, Boston","50 Maverick Square East Boston, Boston, MA 02128-2337",,,,,,,,,,
"Long John Silver's, Boston","1560 Vfw Pkwy, Boston, MA 02132-5500",,,,,,,,,,
"River St Grill, Boston","73 River St, Boston, MA 02126-2969",,,,,,,,,,
"Jr's Hideaway, Boston","29 Food Mart Rd, Boston, MA 02118-2801",,,,,,,,,,
"Sbarro, Boston","500 Harborside Dr, Boston, MA 02128",,,,,,,,,,
"Subway, Boston","Leon Street Leon Street, Boston, MA 02115",,,,,,,,,,
"Spinale's Sandwich Shoppe, Boston","154 Dudley St, Boston, MA 02119-3232",,,,,,,,,,
"Centre Bar, Boston","1664 Dorchester Ave, Boston, MA 02122-1324",,,,,,,,,,
"1316 Commonwealth, Boston","1316 Commonwealth Ave, Boston, MA 02134-3905",,,,,,,,,,
"Kentucky Fned Chicken, Boston","12 Baker Ct, Boston, MA 02125-1634",,,,,,,,,,
"Domino's Pizza, Boston","1400 Tremont St Roxbury Crossing Station - Space D, Boston, MA 02120",,,,,,,,,,
"Pic A Pasta, Boston","600 Washington St, Boston, MA 02135-2548",,,,,,,,,,
"Zappala Peter, Boston","436 Western Ave, Boston, MA 02135-1016",,,,,,,,,,
"Dunkin', Boston","37 S Huntington Ave Unit #2, Boston, MA 02130",,,,,,,,,,
"Oath Pizza, Boston","1348 Boylston St, Boston, MA 02215-4302",,,,,,,,,,
"Burger King, Boston","1208 Dorchester Ave, Boston, MA 02125",,,,,,,,,,
"Quiznos, Boston","6 S Huntington Ave, Boston, MA 02130-4701",,,,,,,,,,
"Ugi's Subs, Boston","69 Heath St, Boston, MA 02130-1502",,,,,,,,,,
"Stir It Up Cuisine, Boston","11 Fairmount Ave Ste 105, Boston, MA 02136-2775",,,,,,,,,,
"Island Style, Boston","183 Washington St, Boston, MA 02121-3604",,,,,,,,,,
"Kennedy Fried Chicken, Boston","2360 Washington St, Boston, MA 02119-3258",,,,,,,,,,
"Cafe 1221, Boston","1221 Dorchester Ave, Boston, MA 02125-1501",,,,,,,,,,
"It's A Wrap, Boston","100 William T Morrissey Blvd, Boston, MA 02125-3300",,,,,,,,,,
"D'Angelo, Boston","385 W Broadway, Boston, MA 02127-2217",,,,,,,,,,
"Amelia's Taqueria, Boston","180 Brighton Ave, Boston, MA 02134-2031",,,,,,,,,,
"Corporate Cafe, Boston","500 Rutherford Ave, Boston, MA 02129-1647",,,,,,,,,,
"Ideal Cafe & Pizza, Boston","484 Centre St, Boston, MA 02130-2057",,,,,,,,,,
"Amigos Sub Shop, Boston","962 Blue Hill Ave, Boston, MA 02124-2804",,,,,,,,,,
"Twelve Ben's, Boston","315 Adams St, Boston, MA 02122-1213",,,,,,,,,,
"El Penol Restaurant, Boston","54 Bennington St, Boston, MA 02128-1704",,,,,,,,,,
"Old Garden, Boston","289 Causeway St, Boston, MA 02114-2105",,,,,,,,,,
"South Street Pizza, Boston","902 South St, Boston, MA 02131-2407",,,,,,,,,,
"7-Eleven, Boston","473 W Broadway, Boston, MA 02127-2218",,,,,,,,,,
"Dunkin', Boston","330 Brookline Ave In East Campus, Boston, MA 02215-5400",,,,,,,,,,
"Doras Taqueria, Boston","112 Stoughton St Dorchester, Boston, MA 02125-1900",,,,,,,,,,
"Java Centrale, Boston","111 State St, Boston, MA 02109-2905",,,,,,,,,,
"North Coast Seafoods, Boston","5 Drydock Ave, Boston, MA 02210-2303",,,,,,,,,,
"Montecristo Mexican Grill, Boston","748A Huntington Ave, Boston, MA 02115-6313",,,,,,,,,,
"Neville's Bakery and Restaurant, Boston","422 Geneva Ave, Boston, MA 02122-1421",,,,,,,,,,
"Saint's Diner, Boston","572 Washington St, Boston, MA 02124-2041",,,,,,,,,,
"Sammy Carlo's Delicatessen & Catering, Boston","567 Bennington St, Boston, MA 02128-1554",,,,,,,,,,
"Boba Me, Boston","1520 Tremont St, Boston, MA 02120-3076",,,,,,,,,,
"24 Hour Pizza Delivery, Boston","686 Morton St, Boston, MA 02126-1571",,,,,,,,,,
"Tora Ramen, Boston","99 Harrison Ave, Boston, MA 02111-1908",,,,,,,,,,
"D'Benny Sub Shop, Boston","1433 Dorchester Ave, Boston, MA 02122-2915",,,,,,,,,,
"Fool's Errand, Boston","1377 Boylston St, Boston, MA 02215-3936",,,,,,,,,,
"Muygn Dogn, Boston","90 Harvard Ave, Boston, MA 02136-2836",,,,,,,,,,
"Dunkin', Boston","434 Mass Ave Across Shell Station, Boston, MA 02118-3510",,,,,,,,,,
"Crown Fried Chicken, Boston","998 Blue Hill Ave, Boston, MA 02124-2806",,,,,,,,,,
"Sun Pizza, Boston","870 Blue Hill Ave, Boston, MA 02124-1607",,,,,,,,,,
"Rondpoint Restaurant, Boston","858 Blue Hill Ave, Boston, MA 02124-1607",,,,,,,,,,
"D Eddy Restaurant, Boston","156 Bunker Hill St, Boston, MA 02129-2537",,,,,,,,,,
"Redbrook Restaurant, Boston","16 North St, Boston, MA 02109-1503",,,,,,,,,,
"Levi's Restaurant, Boston","323 Washington St, Boston, MA 02121-3912",,,,,,,,,,
"Pete's Pizza & Seafood, Boston","267 Bowdoin St, Boston, MA 02122-1811",,,,,,,,,,
"Olive Oyls Canteena, Boston","151 Brighton Ave, Boston, MA 02134-2802",,,,,,,,,,
"Ethiopian Cafe, Boston","377 Centre St Jamaica Plain, Boston, MA 02130-1241",,,,,,,,,,
"Friquitin Restaurant, Boston","559 Washington St, Boston, MA 02111-1718",,,,,,,,,,
"China Sea Restaurant Inc, Boston","1202 Blue Hill Ave, Boston, MA 02126-1819",,,,,,,,,,
"Burritos Pizzeria, Boston","224 Columbia Rd, Boston, MA 02121-3408",,,,,,,,,,
"Taco Mania, Boston","244 Meridian Street, Boston, MA 02128",,,,,,,,,,
"Antonio's Pizzeria, Boston","1508 Dorchester Ave, Boston, MA 02122-1327",,,,,,,,,,
"New Baker Street Market Deli, Boston","419 Baker St, Boston, MA 02132-4243",,,,,,,,,,
"Geido Sushi, Boston","1 Brighton Ave, Boston, MA 02134-2357",,,,,,,,,,
"Taverena Medallo, Boston","411 Chelsea St, Boston, MA 02128-1482",,,,,,,,,,
"Pavement Coffeehouse, Boston","415 Western Ave, Boston, MA 02135",,,,,,,,,,
"Revival Cafe + Kitchen, Boston","103 Newbury St, Boston, MA 02116-3007",,,,,,,,,,
"iFresh Noodle, Boston","182 Brighton Ave Allston, Boston, MA 02134-2031",,,,,,,,,,
"Taqueria, Boston","415 Centre St, Boston, MA 02130-1849",,,,,,,,,,
"Amazing Geisha Wings, Boston","1247 Commonwealth Ave, Boston, MA 02134-3501",,,,,,,,,,
"Joseph's Pizzeria, Boston","1200 Blue Hill Ave, Boston, MA 02126-1819",,,,,,,,,,
Boston Central Kitchen Express,"28 Damrell St, Boston, MA 02127-2775",,,,,,,,,,
"Sergios Pizzaria, Boston","283 Old Colony Ave, Boston, MA 02127-3520",,,,,,,,,,
"Yong Hon Restaurant, Boston","772 Blue Hill Ave, Boston, MA 02124-1604",,,,,,,,,,
"M & J Teriyaki, Boston","130 Jersey St, Boston, MA 02215-5117",,,,,,,,,,
"Pisces Fish Market, Boston","690 American Legion Hwy, Boston, MA 02131-3900",,,,,,,,,,
"Ryo Asian Fusion, Boston","Airport Road Terminal C, Main Terminal Food Court, Boston, MA 02128",,,,,,,,,,
"Dublin House, Boston","7 Stoughton St, Boston, MA 02125-3402",,,,,,,,,,
"Caribbean  Rythms, Boston","487 Washington St, Boston, MA 02124-2039",,,,,,,,,,
"Christos Sandwich Shop, Boston","1245 Adams St, Boston, MA 02124-5799",,,,,,,,,,
"Devine Merci, Boston","1296 Blue Hill Ave, Boston, MA 02126-1806",,,,,,,,,,
"Raggae On the Grill, Boston","143 Washington St, Boston, MA 02121-3603",,,,,,,,,,
"Pomodoros Italian Kitchen, Boston","426 Belgrade Ave, Boston, MA 02132-1549",,,,,,,,,,
"Yelus, Boston","116 Washington St, Boston, MA 02121-3615",,,,,,,,,,
"Ethel and Andy's Sandwich Shop, Boston","134 K St, Boston, MA 02127-1541",,,,,,,,,,
"Red Garden, Boston","1592 Blue Hill Ave, Boston, MA 02126-2121",,,,,,,,,,
"SU Dining Services, Boston","73 Tremont St, Boston, MA 02108-3916",,,,,,,,,,
"Tricia Montgomery, Boston","591 Washington St, Boston, MA 02111-1718",,,,,,,,,,
"Hop Sing's, Boston","1283 Dorchester Ave, Boston, MA 02122-2900",,,,,,,,,,
"Bạn Toi Restaurant, Boston","1035 Dorchester Ave, Boston, MA 02125-1402",,,,,,,,,,
"Tertulias Cafe, Boston","28 Porter St, Boston, MA 02128-2116",,,,,,,,,,
"Dunkin', Boston","296 Cambridge St, Boston, MA 02114",,,,,,,,,,
"Greek Pizza, Boston","1132 Blue Hill Ave, Boston, MA 02124-3915",,,,,,,,,,
"Millie's On The Water, Boston","61 Bayswater St Orient Heights Yacht Club, Boston, MA 02128-1218",,,,,,,,,,
"Capital One Cafe, Boston","310 Harrison Ave., Boston, MA 02118",,,,,,,,,,
"Toasters, Boston","S Market St, Boston, MA 02109-6171",,,,,,,,,,
"Brew, Boston","75 Northern Ave, Boston, MA 02210-1801",,,,,,,,,,
"WiNGZ & TiNGZ, Boston","312 Bowdoin St, Boston, MA 02122-1832",,,,,,,,,,
"Mrs Jones, Boston","2255 Dorchester Ave, Boston, MA 02124-5624",,,,,,,,,,
"Dakota's Restaurant, Boston","34 Summer St, Boston, MA 02110-1003",,,,,,,,,,
"Boar's Nest Deli, Boston","75 Kneeland St, Boston, MA 02111-1901",,,,,,,,,,
"Natalie's Pizzeria, Boston","1312 Commonwealth Ave A, Boston, MA 02134-3905",,,,,,,,,,
"TeaMoji, Boston","3 N Beacon St, Boston, MA 02134-1901",,,,,,,,,,
"Teresa Market, Boston","571 Washington St, Boston, MA 02135-2518",,,,,,,,,,
"Domino's Pizza, Boston","4000 Washington St, Boston, MA 02131-1132",,,,,,,,,,
"Domincan Food, Boston","4014 Washington St, Boston, MA 02131-1132",,,,,,,,,,
"Thao Ngoc, Boston","1331 Dorchester Ave, Boston, MA 02122-2933",,,,,,,,,,
"Camden Food Co, Boston","Boston Logan Airport Terminal C, Boston, MA",,,,,,,,,,
"Pareja, Boston","3 Appleton St, Boston, MA 02116-5238",,,,,,,,,,
"Macumba Latina, Boston","477 River St, Boston, MA 02126-2233",,,,,,,,,,
"Cobblestone Cafe, Boston","227 Hanover St, Boston, MA 02113-2310",,,,,,,,,,
"Yan's China Star, Boston","1102 Washington St, Boston, MA 02118-2219",,,,,,,,,,
"May's Cake House, Boston","223 Harrison Ave, Boston, MA 02111-1855",,,,,,,,,,
"Great Taste, Boston","100 City Hall Plaza, Boston, MA 02108-2105",,,,,,,,,,
"Dempsey Bar & Grill, Boston","1185 River St, Boston, MA 02136-2964",,,,,,,,,,
"Flame Cafe, Boston","2 Oliver St, Boston, MA 02109-4901",,,,,,,,,,
"Israa, Boston","Dunster Rd, Boston, MA",,,,,,,,,,
"The Little Kitchen, Boston","22 Kneeland St, Boston, MA 02111-1514",,,,,,,,,,
"Dunkin', Boston","330 Washington St, Boston, MA 02108-5157",,,,,,,,,,
"Rino's Pizza, Boston","730 Blue Hill Ave, Boston, MA 02121-3217",,,,,,,,,,
"Poke by Love Art, Boston","103 Beverly St, Boston, MA 02114-2102",,,,,,,,,,
"El Palmar, Boston","290 Bennington St, Boston, MA 02128-1447",,,,,,,,,,
"Little Brazil, Boston","170 N Harvard St, Boston, MA 02134-1012",,,,,,,,,,
"McDonald's, Boston","718 American Legion Hwy, Boston, MA 02131",,,,,,,,,,
"Cafe Orient Heights, Boston","1000 Bennington St, Boston, MA 02128-1138",,,,,,,,,,
"Alvics Pizza, Boston","69 Heath St, Boston, MA 02130-1502",,,,,,,,,,
"McDonald's, Boston","1614 Blue Hill Ave, Boston, MA 02126-2121",,,,,,,,,,
"Dunkin, Boston","100 Terminal Access Rd, Boston, MA 02128",,,,,,,,,,
"Dunkin', Boston","34 William Kelly Square #34, Boston, MA 02128",,,,,,,,,,
"Squeeze Juice Company, Boston","15 Channel Ctr St, Boston, MA 02210-3423",,,,,,,,,,
"Falafellas, Boston","1217 Commonwealth Ave, Boston, MA 02134-2812",,,,,,,,,,
"Dunkin', Boston","270 Newbury St, Boston, MA 02116",,,,,,,,,,
"Dunkin', Boston","101 Summer St, Boston, MA 02110",,,,,,,,,,
"Genji Express, Boston","15 Westland Ave, Boston, MA 02115-4558",,,,,,,,,,
"No 1 Restaurant, Boston","914 Morton St, Boston, MA 02126-2411",,,,,,,,,,
"Sultana's Bakery & Cafe, Boston","1585 Commonwealth Ave, Boston, MA 02135",,,,,,,,,,
"Chartwells COF, Boston","550 & 625 Huntington Avenue, Boston, MA 02115",,,,,,,,,,
"Subway, Boston","334 Massachusetts Avenue Symphony Plaza East, Boston, MA 02115",,,,,,,,,,
"Alex's Pizza, Boston","580 Dorchester Ave, Boston, MA 02127-2722",,,,,,,,,,
"Whisk, Boston","3710 Washington St, Boston, MA 02130-3701",,,,,,,,,,
"Bbq Chicken, Boston","182 Harvard Ave, Boston, MA 02134-2806",,,,,,,,,,
"The Crepe Mobile, Boston","Boston, MA",,,,,,,,,,
"Cava, Boston","1346 Boylston Street, Boston, MA 02215",,,,,,,,,,
"New England Seafood, Boston","128 Gerard St, Boston, MA 02119-2829",,,,,,,,,,
"Tiger Sugar, Boston","181 Harvard Ave Boston, Boston, MA 02134-2801",,,,,,,,,,
"Channel Fish Co., Boston","370 E Eagle St, Boston, MA 02128-2571",,,,,,,,,,
"Yuen Barbecue Restaurant, Boston","1456 Dorchester Ave, Boston, MA 02122-1343",,,,,,,,,,
"Crazy Fried Chicken, Boston","1198 Blue Hill Ave, Boston, MA 02126-1819",,,,,,,,,,
"SunBar at the ICA, Boston","25 Harbor Shore Dr The Institute of Contemporary Art, Boston, MA 02210-2172",,,,,,,,,,
"Mama Ely's Soulfood Kitchen, Boston","473 River St, Boston, MA 02126-2233",,,,,,,,,,
"Miyuki Sushi, Boston","547 Washington St, Boston, MA 02135-2527",,,,,,,,,,
"Stalex, Boston","140 Norfolk St, Boston, MA 02124-3301",,,,,,,,,,
"Harrison Cafe, Boston","177 Harrison Ave, Boston, MA 02111-1841",,,,,,,,,,
"sushi Cafe, Boston","75 Middlesex Turnpike Burlington Mall, Boston, MA 02129-1607",,,,,,,,,,
"Jennie's cafe restaurant, Boston","830 Blue Hill Ave, Boston, MA 02124-1607",,,,,,,,,,
"Top of The Hill Seafood and Subs, Boston","1357 Blue Hill Ave, Boston, MA 02126-1814",,,,,,,,,,
"Tasty Caribbean, Boston","388 Blue Hill Ave, Boston, MA 02121-4314",,,,,,,,,,
"Ascia Kitchen + Cafe, Boston","100 Malcolm X Blvd, Boston, MA 02120-3121",,,,,,,,,,
